"last_name, first_name",player_id,year,pa,k_percent,bb_percent,woba,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent,season
"Thomas, Lane",657041,2022,548,24.1,7.5,0.308,0.286,0.339,32.6,6.5,34.5,98.449522283,93.255458474,21.1,44.1,2022
"Refsnyder, Rob",608701,2022,177,26.0,8.5,0.381,0.374,0.469,49.1,10.9,44.5,100.556991091,94.660920727,24.8,42.5,2022
"Gallo, Joey",608336,2022,410,39.8,13.7,0.286,0.294,0.425,29.3,17.6,50.5,103.219150538,95.983145645,40.6,47.4,2022
"Soto, Livan",670869,2022,59,22.0,3.4,0.424,0.281,0.349,40.9,0.0,15.9,92.851194286,90.623598049,16.8,50.7,2022
"Torres, Gleyber",650402,2022,572,22.6,6.8,0.328,0.319,0.385,36.2,10.7,45.3,100.5348042,94.660057845,27.2,49.6,2022
"Allen, Greg",656185,2022,134,31.3,7.5,0.242,0.229,0.282,25.0,2.5,32.5,97.13406027,92.677602568,30.2,46.1,2022
"Dubón, Mauricio",643289,2022,265,11.3,4.9,0.248,0.272,0.282,28.1,2.3,29.9,96.436572294,92.243366359,15.2,55.6,2022
"Rivera, Emmanuel",656896,2022,359,23.1,6.4,0.306,0.31,0.37,32.3,9.3,38.3,99.960196371,94.242469274,25.8,50.1,2022
"Benintendi, Andrew",643217,2022,521,14.8,10.0,0.342,0.334,0.351,39.2,5.1,38.7,98.21078057,93.391636347,20.7,48.2,2022
"Heim, Jonah",641680,2022,450,19.3,9.1,0.306,0.291,0.319,29.6,6.9,39.9,99.379567107,93.916796887,21.4,50.8,2022
"Alcántara, Sergio",642727,2022,224,25.4,5.4,0.269,0.244,0.297,32.5,1.9,32.5,95.873264737,91.967081987,23.8,42.8,2022
"McKenna, Ryan",663630,2022,172,32.0,6.4,0.279,0.267,0.362,37.5,9.6,30.1,97.3643112,92.729450101,35.0,52.6,2022
"Camargo, Johan",622666,2022,166,22.3,7.8,0.276,0.267,0.306,37.1,2.6,27.6,96.285072982,92.157890439,24.9,48.7,2022
"Thompson, Bubba",669352,2022,181,30.9,3.9,0.274,0.203,0.263,21.6,1.7,21.6,95.6266222,91.8214983,32.6,58.7,2022
"Wallach, Chad",595453,2022,40,22.5,10.0,0.224,0.332,0.393,40.7,7.4,37.0,98.675730769,93.413808846,30.0,47.6,2022
"Downs, Jeter",669023,2022,41,51.2,2.4,0.184,0.153,0.293,26.3,0.0,21.1,94.900232,91.820564737,41.7,55.2,2022
"Moore, Dylan",664238,2022,255,29.4,13.3,0.338,0.322,0.378,39.4,12.9,36.4,98.982847692,93.508799615,27.9,38.7,2022
"Davis, J.D.",605204,2022,365,33.4,10.7,0.333,0.351,0.491,34.8,16.2,56.1,103.966730202,96.76614,37.5,51.3,2022
"Chisholm Jr., Jazz",665862,2022,241,27.4,8.7,0.365,0.345,0.442,37.3,16.7,46.7,100.669336216,94.818931905,32.8,47.2,2022
"Haase, Eric",606992,2022,351,27.6,6.8,0.322,0.302,0.39,32.3,8.7,42.4,100.507001491,94.311526476,32.8,51.4,2022
"Trammell, Taylor",666211,2022,117,28.2,11.1,0.3,0.292,0.356,29.6,9.9,28.2,97.776181429,92.975271014,33.7,47.7,2022
"Ruiz, Keibert",660688,2022,433,11.5,6.9,0.299,0.328,0.338,36.3,3.7,32.3,97.283247895,92.718755058,14.9,50.9,2022
"Gregorius, Didi",544369,2022,232,15.5,5.6,0.251,0.275,0.293,33.3,2.8,22.8,94.452718539,91.340268249,24.0,60.5,2022
"Vientos, Mark",668901,2022,41,29.3,12.2,0.252,0.28,0.335,16.7,8.3,45.8,103.824514167,97.0921575,29.7,49.7,2022
"Meyers, Jake",676694,2022,160,33.8,4.4,0.258,0.251,0.351,30.9,5.2,37.1,98.54444,93.291333191,31.2,47.4,2022
"Fletcher, David",664058,2022,228,7.0,3.1,0.275,0.295,0.299,41.1,0.0,7.4,91.09124866,89.628919691,12.2,48.4,2022
"Lagares, Juan",501571,2022,62,24.2,3.2,0.203,0.242,0.303,40.0,2.2,40.0,98.693379565,93.50569,27.6,52.7,2022
"Paredes, Isaac",670623,2022,381,17.6,11.5,0.323,0.297,0.301,27.4,6.4,38.7,98.355538496,93.255665472,16.5,39.8,2022
"Cordero, Franchy",614173,2022,275,33.5,10.2,0.304,0.313,0.433,39.0,12.3,45.5,103.480728533,95.902442667,37.3,48.9,2022
"Mendick, Danny",664901,2022,106,21.7,6.6,0.344,0.273,0.313,38.7,4.0,20.0,95.653647838,91.91142,25.3,42.2,2022
"Fraley, Jake",641584,2022,247,21.9,10.5,0.352,0.333,0.382,33.5,7.3,27.6,96.829050864,92.417868519,24.1,45.9,2022
"Pasquantino, Vinnie",686469,2022,298,11.4,11.7,0.365,0.374,0.378,34.1,8.8,46.9,101.197336607,95.08140192,15.3,46.0,2022
"Urías, Luis",649966,2022,472,21.0,10.6,0.327,0.326,0.358,34.3,8.3,35.3,97.964867677,93.080449903,22.2,43.2,2022
"Grandal, Yasmani",518735,2022,376,21.0,12.0,0.263,0.29,0.308,30.0,4.8,40.0,99.46926856,94.06261824,21.6,39.7,2022
"Villar, Jonathan",542340,2022,220,26.8,6.8,0.25,0.247,0.304,24.7,2.7,40.4,100.671592429,94.551199137,35.1,51.0,2022
"Casas, Triston",671213,2022,95,24.2,20.0,0.344,0.325,0.336,28.3,7.5,41.5,99.403010741,93.836791698,26.3,37.9,2022
"Grossman, Robbie",543257,2022,477,27.0,11.7,0.283,0.281,0.319,38.5,3.5,30.4,96.176090559,92.129787754,23.9,40.9,2022
"Peña, Jeremy",665161,2022,558,24.2,3.9,0.309,0.304,0.381,32.9,9.7,36.7,99.803563646,93.99255276,29.7,55.2,2022
"Aguilar, Ryan",666922,2022,26,53.8,7.7,0.197,0.204,0.356,44.4,0.0,33.3,99.04246,95.061015556,50.0,57.4,2022
"Kiermaier, Kevin",595281,2022,221,27.6,6.3,0.286,0.305,0.393,33.8,6.9,38.6,98.886186164,93.570432966,31.9,51.7,2022
"Kirilloff, Alex",666135,2022,156,23.1,3.2,0.286,0.278,0.335,28.2,6.4,45.5,99.634929455,94.165907909,20.1,50.3,2022
"Bleday, JJ",668709,2022,238,28.2,12.6,0.266,0.28,0.32,37.4,8.6,33.8,97.363228429,92.749834317,27.9,46.7,2022
"Castro, Willi",650489,2022,392,20.9,3.8,0.285,0.286,0.336,35.5,3.5,31.4,97.165751549,92.663004452,28.5,58.2,2022
"Papierski, Michael",657709,2022,103,25.2,9.7,0.197,0.217,0.231,28.4,0.0,9.0,88.340397273,89.381348308,19.1,43.5,2022
"Iglesias, Jose",578428,2022,467,12.0,3.6,0.312,0.281,0.294,30.6,0.5,27.7,95.592199372,91.820181257,13.2,51.9,2022
"Aranda, Jonathan",666018,2022,87,26.4,9.2,0.264,0.279,0.337,29.1,7.3,45.5,100.631155185,94.661134074,22.4,44.0,2022
"Davis, Jaylin",664041,2022,27,40.7,11.1,0.352,0.272,0.406,53.8,0.0,38.5,99.263558571,94.163736923,50.0,42.2,2022
"Segura, Jean",516416,2022,387,15.0,6.5,0.32,0.303,0.322,28.3,4.4,38.4,99.507672313,93.804578639,18.5,48.8,2022
"Barrero, Jose",676480,2022,174,43.7,5.2,0.183,0.18,0.284,33.7,2.2,35.2,98.193362727,93.242532414,38.7,57.4,2022
"Perez, Salvador",521692,2022,473,23.0,3.8,0.324,0.323,0.402,34.8,11.2,49.0,101.468749294,95.293979056,31.8,57.4,2022
"Reynolds, Bryan",668804,2022,614,23.0,9.1,0.349,0.329,0.385,35.5,7.9,42.9,100.882578564,94.722792556,27.8,50.4,2022
"Waters, Drew",671221,2022,109,36.7,11.0,0.347,0.296,0.423,41.1,12.5,28.6,96.323792143,92.407147857,32.8,47.1,2022
"Soler, Jorge",624585,2022,306,29.4,10.1,0.305,0.322,0.415,33.1,12.2,43.6,103.631341,96.127923222,31.5,46.0,2022
"Simmons, Andrelton",592743,2022,85,15.3,8.2,0.204,0.199,0.186,20.0,0.0,10.8,90.980371333,89.957394833,17.8,49.0,2022
"Benson, Will",666181,2022,61,31.1,4.9,0.212,0.224,0.276,18.9,0.0,27.0,96.206221667,92.304290833,30.6,42.8,2022
"Díaz, Aledmys",649557,2022,327,16.2,5.5,0.301,0.308,0.343,30.3,6.3,36.8,99.127629206,93.589932143,22.7,52.4,2022
"Olivares, Edward",658668,2022,174,20.7,5.7,0.326,0.339,0.403,34.9,6.3,38.9,99.966220794,94.23725184,24.9,51.2,2022
"Arias, Gabriel",672356,2022,57,28.1,14.0,0.294,0.29,0.323,18.8,6.3,34.4,100.516843333,94.398779,36.1,42.0,2022
"Strange-Gordon, Dee",543829,2022,59,13.6,0.0,0.288,0.213,0.247,25.5,0.0,17.6,92.76007,90.491009184,17.2,59.2,2022
"Friedl Jr., TJ",670770,2022,258,15.5,7.8,0.323,0.283,0.284,30.9,4.7,29.8,97.321634111,92.6816085,20.3,43.5,2022
"Gomes, Yan",543228,2022,293,16.0,2.7,0.271,0.287,0.326,37.9,3.4,28.9,96.735466466,92.387642035,19.4,54.2,2022
"Hosmer, Eric",543333,2022,419,15.3,8.8,0.313,0.311,0.335,29.3,5.7,39.7,101.224912803,94.690963706,18.9,49.0,2022
"Nola, Austin",543592,2022,397,15.1,8.6,0.29,0.305,0.316,35.4,2.4,39.7,98.960360608,93.682414983,14.4,42.8,2022
"Varsho, Daulton",662139,2022,592,24.5,7.8,0.323,0.298,0.355,33.6,10.2,35.6,99.211725904,93.6867316,25.3,50.6,2022
"Garlick, Kyle",664247,2022,162,29.6,4.9,0.311,0.305,0.405,36.9,9.7,47.6,101.399865577,95.232580777,35.2,48.7,2022
"Devers, Rafael",646240,2022,614,18.6,8.1,0.373,0.361,0.42,33.1,11.5,50.9,103.784239231,96.704402472,28.2,54.6,2022
"Belt, Brandon",474832,2022,298,27.2,12.4,0.303,0.326,0.39,38.5,12.6,38.5,99.264489048,93.872087679,32.4,47.1,2022
"Contreras, William",661388,2022,376,27.7,10.4,0.37,0.347,0.446,31.9,13.4,46.6,102.334962328,95.58762026,34.3,44.6,2022
"Garcia, Aramis",605244,2022,115,29.6,2.6,0.228,0.247,0.331,35.5,2.6,36.8,98.567163784,93.291404595,30.8,52.1,2022
"Vavra, Terrin",679631,2022,103,18.4,11.7,0.303,0.321,0.344,37.5,1.4,23.6,96.135936571,92.201115217,23.2,49.6,2022
"Almonte, Abraham",501659,2022,37,32.4,2.7,0.306,0.234,0.315,34.8,4.3,30.4,97.3089975,92.870767391,27.1,38.8,2022
"Peralta, David",444482,2022,490,23.3,8.4,0.315,0.313,0.375,35.0,8.5,44.4,101.233296566,94.9223429,26.4,50.4,2022
"Semien, Marcus",543760,2022,724,16.6,7.3,0.317,0.306,0.333,32.4,6.8,34.9,97.838624343,93.00847117,20.6,47.2,2022
"Sánchez, Yolmer",570560,2022,44,29.5,11.4,0.166,0.204,0.215,38.5,0.0,15.4,93.495089167,90.904037391,23.5,45.9,2022
"Hampson, Garrett",641658,2022,226,27.9,9.3,0.267,0.261,0.312,29.8,4.3,27.7,96.783443077,92.495778992,25.4,44.4,2022
"Massey, Michael",686681,2022,194,23.7,4.6,0.302,0.332,0.402,35.1,13.0,38.2,99.036690645,93.797110403,27.8,54.5,2022
"Hall, Darick",669742,2022,142,31.0,3.5,0.343,0.312,0.436,37.0,17.4,44.6,101.637107174,95.146168043,33.7,52.5,2022
"Pollock, AJ",572041,2022,527,18.6,6.1,0.297,0.317,0.364,32.9,9.4,42.0,100.414319188,94.34853632,24.7,53.6,2022
"Gurriel Jr., Lourdes",666971,2022,493,16.8,6.3,0.327,0.321,0.356,34.7,3.8,45.7,100.376795914,94.662022446,21.3,48.7,2022
"Pérez, Michael",605421,2022,132,24.2,7.6,0.228,0.276,0.329,35.6,7.8,36.7,98.192780667,93.304814719,28.4,44.3,2022
"Hensley, David",682073,2022,34,17.6,14.7,0.44,0.349,0.367,34.8,4.3,39.1,99.068174167,94.347446087,24.6,40.1,2022
"Sanó, Miguel",593934,2022,71,35.2,12.7,0.176,0.302,0.404,30.6,13.9,52.8,102.693380556,96.171660278,37.2,39.6,2022
"Palacios, Joshua",641943,2022,49,30.6,2.0,0.225,0.221,0.294,28.1,0.0,31.3,93.297935,91.528613125,26.1,55.0,2022
"Schwarber, Kyle",656941,2022,669,29.9,12.9,0.355,0.375,0.501,35.4,20.1,54.4,104.793857287,97.247555372,29.4,40.6,2022
"Moran, Colin",592567,2022,128,23.4,12.5,0.3,0.318,0.363,30.5,8.5,39.0,99.499238293,94.098082593,27.7,49.8,2022
"Piscotty, Stephen",572039,2022,139,34.5,6.5,0.258,0.275,0.388,42.5,6.3,46.3,99.744957,94.282117,41.6,55.1,2022
"Bote, David",623520,2022,127,35.4,4.7,0.325,0.287,0.41,34.7,6.9,55.6,102.8376175,96.457184366,33.5,44.7,2022
"Goodrum, Niko",592348,2022,45,51.1,4.4,0.146,0.205,0.393,20.0,5.0,35.0,96.553149,92.2765745,42.7,53.9,2022
"Flores, Wilmer",527038,2022,602,17.1,9.8,0.312,0.31,0.323,35.7,6.3,35.4,97.672013814,92.963528089,18.9,45.6,2022
"Freeman, Freddie",518692,2022,708,14.4,11.9,0.393,0.403,0.44,42.9,9.9,47.8,100.761588016,95.094269494,19.5,49.3,2022
"Almora Jr., Albert",546991,2022,235,19.6,7.2,0.279,0.27,0.299,29.8,1.8,25.4,95.828660964,91.938692242,23.6,51.5,2022
"Huff, Sam",669087,2022,132,31.8,8.3,0.296,0.294,0.4,35.4,10.1,36.7,99.99883625,94.152076329,39.0,53.3,2022
"Rodríguez, Julio",677594,2022,560,25.9,7.1,0.366,0.337,0.428,32.7,13.1,50.7,103.718795769,96.379006446,30.4,50.2,2022
"Smith, Dominic",642086,2022,152,24.3,7.9,0.254,0.293,0.337,28.3,7.1,46.5,99.660695,94.216232222,26.0,45.4,2022
"Franco, Wander",677551,2022,344,9.6,7.6,0.323,0.331,0.338,35.1,4.6,35.8,98.428767413,93.287600772,13.3,51.3,2022
"Harper, Bryce",547180,2022,426,20.4,10.8,0.369,0.38,0.451,37.2,12.8,47.9,102.954593636,96.099964685,28.3,56.2,2022
"Kwan, Steven",680757,2022,638,9.4,9.7,0.341,0.312,0.298,34.6,1.4,20.8,94.219058287,91.134248486,9.0,38.1,2022
"Hedges, Austin",595978,2022,338,23.1,7.4,0.225,0.238,0.257,31.9,3.1,22.3,94.912102385,91.52196977,27.7,47.6,2022
"Story, Trevor",596115,2022,396,30.8,8.1,0.316,0.301,0.404,36.0,11.3,40.6,100.613635333,94.400984812,30.8,49.8,2022
"Castro, Harold",605612,2022,443,17.8,3.8,0.297,0.316,0.371,41.6,6.1,33.3,97.109259586,92.622759201,20.0,53.7,2022
"Rutschman, Adley",668939,2022,470,18.3,13.8,0.354,0.342,0.359,35.6,7.9,36.8,99.028130823,93.60531527,17.9,40.5,2022
"Dickerson, Alex",543105,2022,36,25.0,8.3,0.189,0.297,0.36,33.3,8.3,41.7,100.162001667,94.577181667,29.2,43.0,2022
"Dickerson, Corey",572816,2022,297,16.2,4.0,0.303,0.293,0.33,32.8,3.8,32.8,97.888667863,93.019717253,22.8,58.4,2022
"García, Adolis",666969,2022,657,27.9,6.1,0.324,0.322,0.422,36.9,12.9,47.4,102.368780141,95.786867388,33.5,53.5,2022
"Pache, Cristian",665506,2022,260,26.9,5.8,0.207,0.259,0.326,25.3,3.4,40.8,100.207713059,94.45821355,31.0,50.5,2022
"Gonzalez, Romy",663853,2022,109,35.8,1.8,0.264,0.265,0.401,29.9,9.0,49.3,102.563254242,95.828662308,37.9,53.7,2022
"Calhoun, Kole",594777,2022,424,32.1,6.4,0.26,0.294,0.399,40.4,9.8,48.2,100.862031797,94.921499922,36.3,53.1,2022
"Crawford, Brandon",543063,2022,458,21.4,8.5,0.289,0.287,0.319,31.0,6.7,35.1,97.909462452,93.081156699,31.9,50.7,2022
"Carlson, Dylan",666185,2022,488,19.3,9.2,0.306,0.301,0.326,35.7,4.4,27.2,96.293953036,92.150882262,25.7,46.2,2022
"Senzel, Nick",669222,2022,420,18.1,7.1,0.272,0.299,0.329,35.0,3.3,33.9,97.72590723,92.94147061,21.8,47.7,2022
"Padlo, Kevin",656821,2022,34,29.4,2.9,0.135,0.174,0.227,21.7,0.0,43.5,102.4780125,95.686507826,33.3,52.3,2022
"Castro, Rodolfo",666801,2022,277,26.7,7.9,0.314,0.28,0.344,25.6,6.7,35.0,99.31755,93.717343409,32.8,47.5,2022
"Riley, Austin",663586,2022,693,24.2,8.2,0.377,0.378,0.468,37.7,15.7,50.8,104.398300222,96.785171533,27.6,51.5,2022
"McNeil, Jeff",643446,2022,589,10.4,6.8,0.365,0.323,0.325,39.0,2.7,30.2,96.275278692,92.172015654,15.9,53.8,2022
"Díaz, Elias",553869,2022,381,21.5,6.6,0.284,0.274,0.316,28.3,5.9,39.3,100.058292985,94.204058315,22.7,51.8,2022
"France, Ty",664034,2022,613,15.3,5.7,0.337,0.321,0.342,34.8,5.4,36.8,99.035163319,93.565264683,19.3,52.5,2022
"Tsutsugo, Yoshi",660294,2022,193,25.9,9.8,0.221,0.254,0.29,32.3,5.6,36.3,98.366657419,93.35715629,21.9,44.0,2022
"Stephenson, Tyler",663886,2022,183,25.7,6.6,0.37,0.318,0.395,46.3,6.6,34.7,97.521469508,92.827161901,27.0,43.6,2022
"Guerrero Jr., Vladimir",665489,2022,706,16.4,8.2,0.351,0.351,0.391,27.9,11.2,50.4,105.507038582,97.328619789,24.4,49.7,2022
"Happ, Ian",664023,2022,641,23.2,9.0,0.339,0.306,0.359,29.2,6.5,40.4,100.312408396,94.405566288,27.2,49.0,2022
"McCormick, Chas",676801,2022,407,26.0,11.3,0.326,0.325,0.393,33.5,10.2,39.0,98.903106371,93.652024395,32.6,48.4,2022
"Walton, Donovan",622268,2022,78,20.5,1.3,0.208,0.228,0.273,33.3,5.0,31.7,96.609348667,92.307646667,17.8,52.7,2022
"Altuve, Jose",514888,2022,604,14.4,10.9,0.397,0.354,0.367,35.4,7.7,29.7,97.300246419,92.671072541,16.3,44.3,2022
"Goldschmidt, Paul",502671,2022,651,21.7,12.1,0.419,0.367,0.426,31.8,11.6,47.4,102.244608246,95.440152299,26.8,41.7,2022
"Abrams, CJ",682928,2022,302,16.6,1.7,0.267,0.266,0.297,28.6,2.1,30.7,97.184953739,92.612726201,22.6,57.0,2022
"Merrifield, Whit",593160,2022,550,15.5,6.9,0.294,0.288,0.31,37.9,4.2,31.1,96.383459857,92.27510481,19.4,50.9,2022
"Anderson, Tim",641313,2022,351,15.7,4.0,0.323,0.336,0.379,37.5,5.8,41.2,98.957560507,93.5528044,23.2,57.9,2022
"Rojas, Josh",668942,2022,510,19.2,10.8,0.326,0.305,0.33,33.5,4.5,36.1,98.050444128,93.265048338,22.3,41.0,2022
"Hermosillo, Michael",641684,2022,73,37.0,9.6,0.203,0.259,0.322,37.1,8.6,31.4,97.961854118,92.983560882,44.0,50.7,2022
"Suwinski, Jack",669261,2022,372,30.6,11.0,0.311,0.307,0.392,26.3,12.2,40.4,100.221227453,94.334188302,30.6,43.2,2022
"Taylor, Tyrone",621438,2022,405,25.2,5.4,0.314,0.307,0.38,34.7,9.9,37.6,99.154219632,93.742033346,26.5,50.9,2022
"Clemens, Kody",665019,2022,127,26.0,6.3,0.22,0.252,0.307,26.7,5.8,37.2,98.286138605,93.203562907,27.4,53.0,2022
"Mayfield, Jack",608686,2022,74,23.0,4.1,0.224,0.221,0.256,24.5,1.9,24.5,93.707298519,91.084710943,25.2,48.2,2022
"Castillo, Diego A.",660636,2022,283,26.5,4.9,0.272,0.292,0.374,37.7,9.9,38.7,98.736440729,93.490571675,26.9,43.7,2022
"Pederson, Joc",592626,2022,433,23.1,9.7,0.373,0.367,0.443,34.2,15.1,52.1,103.347393857,96.58467276,24.5,46.1,2022
"Alfaro, Jorge",595751,2022,274,35.8,4.0,0.291,0.295,0.438,38.5,11.2,38.5,102.020939625,95.196380755,38.0,62.6,2022
"Wynns, Austin",642851,2022,177,21.5,5.6,0.298,0.267,0.304,31.7,4.0,27.0,96.162621587,92.1438544,22.9,43.5,2022
"Maile, Luke",571912,2022,206,26.2,9.2,0.281,0.263,0.3,33.8,5.4,25.4,95.943675231,91.987641385,27.6,44.9,2022
"Herrera, Odúbel",546318,2022,197,21.3,5.6,0.287,0.272,0.32,24.3,4.9,37.5,99.933778143,94.012093741,24.0,52.6,2022
"DeJong, Paul",657557,2022,237,33.3,8.9,0.241,0.267,0.345,25.6,9.8,37.6,99.542111493,93.858530902,35.2,48.8,2022
"Velazquez, Andrew",623205,2022,349,34.1,4.3,0.239,0.246,0.35,33.0,6.6,34.0,98.780373093,93.494339433,34.3,53.9,2022
"Thompson, Trayce",572204,2022,255,36.5,12.5,0.37,0.366,0.547,45.3,16.4,46.9,103.303449063,96.133570313,37.8,43.9,2022
"Jiménez, Eloy",650391,2022,327,22.0,8.6,0.37,0.365,0.437,31.7,14.7,54.9,103.54562625,96.686543438,30.3,49.8,2022
"Marte, Ketel",606466,2022,558,18.1,9.9,0.317,0.315,0.341,31.6,6.1,41.9,101.202754619,94.845027056,20.7,46.1,2022
"Groshans, Jordan",677954,2022,65,20.0,6.2,0.278,0.263,0.299,37.5,2.1,37.5,98.61393375,93.529322917,17.9,44.5,2022
"India, Jonathan",663697,2022,431,21.8,7.2,0.314,0.301,0.339,36.0,4.8,28.8,97.40599669,92.71951917,23.6,41.3,2022
"Realmuto, J.T.",592663,2022,562,21.2,7.3,0.354,0.351,0.412,35.6,11.3,47.2,101.252893641,95.157569177,25.7,49.0,2022
"Grichuk, Randal",545341,2022,538,23.6,4.5,0.315,0.281,0.343,27.3,6.8,43.6,101.601495926,95.066145714,24.7,50.6,2022
"Vierling, Matt",663837,2022,357,19.6,6.4,0.285,0.324,0.374,35.2,5.0,47.1,101.211212846,94.995167231,19.5,44.6,2022
"Bernard, Wynton",592144,2022,42,19.0,0.0,0.262,0.226,0.28,26.5,0.0,26.5,95.746017059,92.083023235,25.0,55.1,2022
"Walsh, Jared",665120,2022,454,30.4,5.9,0.278,0.28,0.376,34.0,9.5,42.5,100.931193759,94.894355638,27.7,49.1,2022
"Duffy, Matt",622110,2022,247,20.2,6.9,0.279,0.28,0.315,38.8,2.8,25.8,96.07908618,92.086828814,21.8,45.7,2022
"Rizzo, Anthony",519203,2022,548,18.4,10.6,0.352,0.349,0.374,34.2,10.9,41.0,99.618112951,94.120579288,22.8,46.1,2022
"Clement, Ernie",676391,2022,179,14.5,6.1,0.209,0.277,0.29,27.1,3.6,25.7,94.798252206,91.426475368,16.0,49.6,2022
"Moncada, Yoán",660162,2022,433,26.3,7.4,0.275,0.289,0.36,35.1,9.8,37.5,99.519949858,93.912687082,27.8,47.1,2022
"Ramírez, José",608070,2022,685,12.0,10.1,0.363,0.32,0.331,33.7,6.6,36.9,98.871944811,93.503434175,15.3,46.3,2022
"Gosselin, Phil",594838,2022,77,31.2,2.6,0.163,0.207,0.277,30.0,2.0,36.0,96.7428284,92.3714142,27.1,46.5,2022
"Duvall, Adam",594807,2022,315,32.1,6.7,0.295,0.293,0.396,36.2,12.8,41.0,100.566076596,94.3357175,29.2,50.5,2022
"Jansen, Danny",643376,2022,248,17.7,10.1,0.364,0.366,0.408,34.7,13.1,46.6,101.172294886,95.039463314,21.8,45.3,2022
"Pratto, Nick",668472,2022,182,36.3,10.4,0.287,0.267,0.364,34.4,12.5,36.5,98.384692128,93.208049043,34.4,45.5,2022
"Candelario, Jeimer",600869,2022,467,23.3,6.0,0.277,0.292,0.349,37.0,8.3,34.6,98.352499379,93.27808162,25.4,52.6,2022
"Ohtani, Shohei",660271,2022,666,24.2,10.8,0.37,0.383,0.481,35.0,16.8,49.8,103.823624272,96.520363788,28.1,49.3,2022
"Greene, Riley",682985,2022,418,28.7,8.6,0.303,0.316,0.406,32.0,9.3,45.2,102.14516814,95.266459961,25.6,45.3,2022
"Araúz, Jonathan",660620,2022,41,29.3,2.4,0.157,0.282,0.393,50.0,7.1,35.7,99.193786429,93.86637037,25.4,44.4,2022
"Thaiss, Matt",642136,2022,81,29.6,13.6,0.286,0.289,0.352,21.7,6.5,37.0,98.469698696,93.243073043,34.2,46.9,2022
"Alvarez, Yordan",670541,2022,561,18.9,13.9,0.427,0.46,0.544,40.7,21.0,59.8,105.676985081,98.195923324,23.5,42.7,2022
"Toglia, Michael",669911,2022,120,36.7,7.5,0.285,0.261,0.375,32.8,7.5,40.3,99.722920588,94.057525373,33.8,47.7,2022
"Smith, Will",669257,2022,578,16.6,9.7,0.349,0.349,0.379,36.8,10.3,43.0,99.764565096,94.188464255,19.3,42.6,2022
"Henry, Payton",668721,2022,35,22.9,14.3,0.241,0.279,0.244,15.0,0.0,10.0,90.405935,90.147309,28.3,45.1,2022
"Viloria, Meibrys",650619,2022,75,38.7,14.7,0.256,0.243,0.304,31.4,8.6,37.1,97.597577222,93.017521143,38.5,37.5,2022
"Gonzalez, Marwin",503556,2022,207,26.1,6.8,0.257,0.282,0.341,34.1,5.9,37.3,98.901115758,93.629768931,23.1,50.0,2022
"Barrera, Luis",642456,2022,85,20.0,7.1,0.28,0.257,0.279,32.8,3.3,32.8,96.470882,92.307228136,19.6,48.4,2022
"Nevin, Tyler",663527,2022,184,25.0,10.9,0.261,0.293,0.328,34.2,3.5,37.7,98.356865263,93.376842655,26.8,45.6,2022
"Velázquez, Nelson",676369,2022,206,31.6,9.2,0.291,0.305,0.405,35.0,13.3,43.6,100.265489661,94.367476923,36.5,47.4,2022
