id,name,swings_competitive,percent_swings_competitive,contact,avg_bat_speed,hard_swing_rate,squared_up_per_bat_contact,squared_up_per_swing,blast_per_bat_contact,blast_per_swing,swing_length,swords,batter_run_value,whiffs,whiff_per_swing,batted_ball_events,batted_ball_event_per_swing,season,"last_name, first_name",player_id,year,pa,k_percent,bb_percent,woba,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
543760,"Semien, Marcus",47,0.8703703703703703,35,68.603867021,0.0851063829787234,0.2857142857142857,0.2127659574468085,0.0285714285714285,0.0212765957446808,7.819185532,2,-4.779865782759834,12,0.2553191489361702,16,0.3404255319148936,2015,"Semien, Marcus",543760,2015,601,22.0,7.0,0.311,0.298,0.354,37.1,4.5,28.9,96.820899279,92.433096346,22.4,43.8
605141,"Betts, Mookie",33,0.868421052631579,28,68.035955758,0.0909090909090909,0.3571428571428571,0.303030303030303,0.0714285714285714,0.0606060606060606,7.195670606,1,1.8911960379652009,5,0.1515151515151515,16,0.4848484848484848,2015,"Betts, Mookie",605141,2015,654,12.5,7.0,0.351,0.341,0.364,33.4,5.5,37.5,99.412633162,93.922887905,14.7,40.2
527038,"Flores, Wilmer",37,0.902439024390244,29,65.900111622,0.0,0.4482758620689655,0.3513513513513513,0.1379310344827586,0.1081081081081081,6.974011081,1,0.3123873787271092,8,0.2162162162162162,13,0.3513513513513513,2015,"Flores, Wilmer",527038,2015,510,12.4,3.7,0.304,0.27,0.289,32.1,1.9,25.7,95.819043043,91.913370193,14.3,48.8
500743,"Rojas, Miguel",32,0.9142857142857144,23,65.392257188,0.0,0.3043478260869565,0.21875,0.0434782608695652,0.03125,6.839461563,1,-2.77895144181723,9,0.28125,9,0.28125,2015,"Rojas, Miguel",500743,2015,157,10.2,7.0,0.303,0.292,0.298,20.8,0.0,30.8,96.960187869,92.529034262,16.7,50.1
457759,"Turner, Justin",25,0.8620689655172413,22,63.8467952,0.0,0.2727272727272727,0.24,0.0454545454545454,0.04,6.2196216,0,-2.1998134319503126,3,0.12,7,0.28,2015,"Turner, Justin",457759,2015,439,16.2,8.2,0.371,0.369,0.403,40.8,7.2,37.9,99.077065541,93.735564888,17.8,46.3
592450,"Judge, Aaron",28,0.9032258064516128,18,76.481192857,0.7142857142857143,0.6111111111111112,0.3928571428571428,0.5,0.3214285714285714,8.343971071,0,4.479744852500484,10,0.3571428571428571,12,0.4285714285714285,2016,"Judge, Aaron",592450,2016,95,44.2,9.5,0.267,0.281,0.46,32.6,11.6,58.1,105.664042727,98.117200233,42.5,45.6
575929,"Contreras, Willson",49,0.9074074074074074,30,76.239445306,0.6326530612244898,0.2,0.1224489795918367,0.0666666666666666,0.0408163265306122,7.933593878,1,-5.255273072670836,19,0.3877551020408163,13,0.2653061224489796,2016,"Contreras, Willson",575929,2016,283,23.7,9.2,0.363,0.341,0.409,32.3,8.6,33.9,99.351105778,93.727272961,31.2,47.7
547180,"Harper, Bryce",39,0.9069767441860463,31,75.845929487,0.6153846153846154,0.3225806451612903,0.2564102564102564,0.1612903225806451,0.1282051282051282,7.473069231,1,-1.3651843959492784,8,0.2051282051282051,18,0.4615384615384615,2016,"Harper, Bryce",547180,2016,627,18.7,17.2,0.343,0.352,0.379,30.1,7.3,36.1,99.951699683,94.03816619,23.1,41.7
621439,"Buxton, Byron",34,0.918918918918919,19,75.390264412,0.4411764705882352,0.3684210526315789,0.2058823529411764,0.2105263157894736,0.1176470588235294,8.190388235,0,-1.060597983569558,15,0.4411764705882353,13,0.3823529411764705,2016,"Buxton, Byron",621439,2016,331,35.6,6.9,0.304,0.252,0.356,29.9,5.3,31.6,98.936683372,93.728918304,34.1,47.7
606466,"Marte, Ketel",48,0.9056603773584906,34,75.099739375,0.5208333333333334,0.3823529411764705,0.2708333333333333,0.2647058823529412,0.1875,8.076365,0,-1.1998346351693734,14,0.2916666666666667,18,0.375,2016,"Marte, Ketel",606466,2016,466,18.0,3.9,0.266,0.255,0.29,29.0,0.3,19.9,94.706925647,91.373110176,18.5,48.9
592626,"Pederson, Joc",36,0.9,29,74.719161667,0.4444444444444445,0.3103448275862069,0.25,0.1034482758620689,0.0833333333333333,7.667863333,0,-3.061641030972396,7,0.1944444444444444,13,0.3611111111111111,2016,"Pederson, Joc",592626,2016,476,27.3,13.2,0.36,0.349,0.436,30.8,12.5,47.0,103.697647259,96.269608741,26.5,41.7
621566,"Olson, Matt",42,0.9130434782608696,34,74.502618571,0.5238095238095238,0.2941176470588235,0.238095238095238,0.1764705882352941,0.1428571428571428,7.441411429,1,-2.7319255114218164,8,0.1904761904761904,14,0.3333333333333333,2016,"Olson, Matt",621566,2016,28,14.3,25.0,0.248,0.309,0.224,17.6,0.0,23.5,97.963797778,93.292101765,28.6,33.0
592669,"Renfroe, Hunter",26,0.8666666666666667,20,74.494582308,0.4230769230769231,0.35,0.2692307692307692,0.1,0.0769230769230769,7.624633077,1,-2.032527878047249,6,0.2307692307692307,12,0.4615384615384615,2016,"Renfroe, Hunter",592669,2016,36,13.9,2.8,0.487,0.361,0.422,26.7,13.3,43.3,101.582881333,94.791440667,16.9,55.0
592518,"Machado, Manny",41,0.9318181818181818,30,74.480695122,0.4390243902439024,0.5,0.3658536585365853,0.3,0.2195121951219512,7.900252195,1,0.3560316199881861,11,0.2682926829268293,19,0.4634146341463415,2016,"Machado, Manny",592518,2016,696,17.2,6.9,0.366,0.366,0.425,34.9,9.3,43.2,102.442245154,95.431908015,22.3,49.3
542303,"Ozuna, Marcell",32,0.8888888888888888,22,73.664772188,0.46875,0.2272727272727272,0.15625,0.0454545454545454,0.03125,7.288963125,1,-3.0386985519316365,10,0.3125,6,0.1875,2016,"Ozuna, Marcell",542303,2016,608,18.9,7.1,0.33,0.34,0.392,32.3,7.8,42.2,101.048471735,94.801005457,26.6,46.9
545341,"Grichuk, Randal",27,0.9642857142857144,21,73.575539259,0.2962962962962963,0.2857142857142857,0.2222222222222222,0.1428571428571428,0.1111111111111111,7.644912593,0,0.136775584721268,6,0.2222222222222222,6,0.2222222222222222,2016,"Grichuk, Randal",545341,2016,478,29.5,5.9,0.325,0.321,0.432,27.8,9.8,46.1,102.246730789,95.409578581,30.3,53.8
624585,"Soler, Jorge",34,0.918918918918919,26,73.203016765,0.2941176470588235,0.3846153846153846,0.2941176470588235,0.3076923076923077,0.2352941176470588,7.934286176,0,-1.9170475125782496,8,0.2352941176470588,13,0.3823529411764705,2016,"Soler, Jorge",624585,2016,264,25.0,11.7,0.333,0.327,0.385,27.4,10.4,36.0,100.657782025,94.408622722,32.4,45.1
545361,"Trout, Mike",47,0.903846153846154,35,73.143045532,0.3404255319148936,0.2285714285714285,0.1702127659574468,0.1428571428571428,0.1063829787234042,7.292011277,2,-1.1014764539010446,12,0.2553191489361702,17,0.3617021276595745,2016,"Trout, Mike",545361,2016,681,20.1,17.0,0.418,0.427,0.496,37.6,14.4,40.3,102.379849109,95.44265062,20.7,38.3
592663,"Realmuto, J.T.",38,0.926829268292683,26,73.045039474,0.4210526315789473,0.1923076923076923,0.131578947368421,0.1538461538461538,0.1052631578947368,7.321707368,1,-2.3983389899618817,12,0.3157894736842105,11,0.2894736842105263,2016,"Realmuto, J.T.",592663,2016,545,18.3,5.1,0.333,0.306,0.35,28.4,3.9,35.2,98.844654951,93.53126027,19.5,48.1
521692,"Perez, Salvador",44,0.8627450980392157,33,72.907235909,0.3181818181818182,0.2121212121212121,0.1590909090909091,0.1515151515151515,0.1136363636363636,8.119834091,1,-1.918841646042592,11,0.25,16,0.3636363636363636,2016,"Perez, Salvador",521692,2016,546,21.8,4.0,0.308,0.288,0.346,29.5,6.3,37.8,99.609483939,93.912413392,23.4,54.8
607043,"Nimmo, Brandon",42,0.8936170212765957,32,72.731463571,0.3333333333333333,0.375,0.2857142857142857,0.28125,0.2142857142857142,7.602652619,4,0.2842089128783036,10,0.238095238095238,17,0.4047619047619047,2016,"Nimmo, Brandon",607043,2016,80,25.0,7.5,0.299,0.323,0.399,32.1,1.9,28.3,98.047333077,93.126065098,21.8,47.3
608369,"Seager, Corey",31,0.9117647058823528,27,72.666270323,0.2258064516129032,0.2222222222222222,0.1935483870967742,0.1111111111111111,0.0967741935483871,6.671846129,1,-3.1220478255879094,4,0.1290322580645161,12,0.3870967741935484,2016,"Seager, Corey",608369,2016,687,19.4,7.9,0.372,0.377,0.444,37.5,8.3,44.0,101.403540122,95.020540714,23.3,52.5
553993,"Suárez, Eugenio",36,0.9230769230769232,22,72.649967222,0.2777777777777778,0.5909090909090909,0.3611111111111111,0.3636363636363636,0.2222222222222222,7.921216667,1,2.367104292065395,14,0.3888888888888889,13,0.3611111111111111,2016,"Suárez, Eugenio",553993,2016,627,24.7,8.1,0.316,0.306,0.366,38.3,6.3,29.1,96.987910197,92.506009852,24.8,43.5
571448,"Arenado, Nolan",36,0.8780487804878049,30,72.557606667,0.3611111111111111,0.4333333333333333,0.3611111111111111,0.0666666666666666,0.0555555555555555,8.415369722,1,2.920996461416737,6,0.1666666666666666,18,0.5,2016,"Arenado, Nolan",571448,2016,696,14.8,9.8,0.386,0.347,0.376,32.7,9.0,39.8,99.388730155,93.900808953,18.9,48.1
592885,"Yelich, Christian",34,0.8947368421052632,23,72.527293529,0.2941176470588235,0.2608695652173913,0.1764705882352941,0.1739130434782608,0.1176470588235294,7.276859412,0,-1.514505109423889,11,0.3235294117647059,11,0.3235294117647059,2016,"Yelich, Christian",592885,2016,659,20.9,10.9,0.367,0.388,0.461,31.9,9.7,49.9,102.978294744,96.137674,24.4,40.3
596146,"Kepler, Max",34,0.8947368421052632,24,72.392974118,0.2941176470588236,0.375,0.2647058823529412,0.125,0.088235294117647,7.185626176,1,1.680122908554363,10,0.2941176470588235,10,0.2941176470588235,2016,"Kepler, Max",596146,2016,447,20.8,9.4,0.313,0.295,0.33,30.1,3.9,37.5,100.710173289,94.425905066,20.9,43.3
624424,"Conforto, Michael",41,0.9761904761904762,29,72.35598561,0.2926829268292683,0.2068965517241379,0.1463414634146341,0.1379310344827586,0.0975609756097561,7.268247073,0,1.3041829888443544,12,0.2926829268292683,11,0.2682926829268293,2016,"Conforto, Michael",624424,2016,348,25.6,10.3,0.312,0.322,0.388,37.2,10.1,39.0,100.387976038,94.397521038,23.5,44.0
593428,"Bogaerts, Xander",35,0.8974358974358975,28,72.125123429,0.2285714285714286,0.3214285714285714,0.2571428571428571,0.1071428571428571,0.0857142857142857,7.464022571,1,-0.1871452610448024,7,0.2,14,0.4,2016,"Bogaerts, Xander",593428,2016,719,17.1,8.1,0.348,0.319,0.349,28.0,5.3,32.7,99.219483664,93.661598721,20.0,45.4
502671,"Goldschmidt, Paul",34,0.918918918918919,27,72.102405588,0.088235294117647,0.3703703703703703,0.2941176470588235,0.1481481481481481,0.1176470588235294,7.794826765,1,-1.199904061975619,7,0.2058823529411764,13,0.3823529411764705,2016,"Goldschmidt, Paul",502671,2016,704,21.3,15.6,0.382,0.365,0.415,33.0,7.8,42.6,101.29233537,94.885125731,22.9,38.4
691777,"Muncy, Max",34,0.8947368421052632,24,71.938872353,0.2352941176470588,0.3333333333333333,0.2352941176470588,0.1666666666666666,0.1176470588235294,7.171403529,3,-2.554515082859808,10,0.2941176470588235,14,0.4117647058823529,2016,"Muncy, Max",571970,2016,133,18.0,15.0,0.262,0.311,0.314,28.1,3.4,27.0,95.897580698,91.995797176,21.2,35.7
571970,"Muncy, Max",51,0.8793103448275862,36,70.749045882,0.1764705882352941,0.1388888888888889,0.0980392156862745,0.0555555555555555,0.0392156862745098,7.137329804,2,-5.0939215519628185,15,0.2941176470588235,11,0.2156862745098039,2016,"Muncy, Max",571970,2016,133,18.0,15.0,0.262,0.311,0.314,28.1,3.4,27.0,95.897580698,91.995797176,21.2,35.7
502054,"Pham, Tommy",37,0.8809523809523809,30,71.785057838,0.2702702702702703,0.2666666666666666,0.2162162162162162,0.1,0.081081081081081,6.877442973,1,-2.7632113328278605,7,0.1891891891891892,13,0.3513513513513513,2016,"Pham, Tommy",502054,2016,183,38.8,10.9,0.33,0.331,0.507,36.0,15.7,49.4,102.538781591,95.820674205,36.4,41.6
606192,"Hernández, Teoscar",71,0.9342105263157896,45,71.708112676,0.2253521126760563,0.2,0.1267605633802817,0.1333333333333333,0.0845070422535211,7.958661408,1,-2.235019035878678,26,0.3661971830985915,19,0.2676056338028169,2016,"Hernández, Teoscar",606192,2016,112,25.0,9.8,0.308,0.274,0.323,30.1,4.1,27.4,98.126353611,93.175236389,31.0,42.6
608324,"Bregman, Alex",37,0.902439024390244,32,71.629490811,0.0810810810810811,0.53125,0.4594594594594595,0.28125,0.2432432432432432,7.024977568,1,-2.1502033978401265,5,0.1351351351351351,19,0.5135135135135135,2016,"Bregman, Alex",608324,2016,217,24.0,6.9,0.336,0.306,0.374,40.0,6.7,36.0,98.337028514,93.268980811,26.7,46.6
608070,"Ramírez, José",36,0.9230769230769232,28,71.594096389,0.1944444444444444,0.3571428571428571,0.2777777777777778,0.0714285714285714,0.0555555555555555,7.207406667,0,-0.3794387417081814,8,0.2222222222222222,13,0.3611111111111111,2016,"Ramírez, José",608070,2016,618,10.0,7.1,0.355,0.331,0.338,35.0,3.0,32.9,97.426159841,92.831257565,12.7,44.0
467793,"Santana, Carlos",37,0.925,31,71.471365135,0.1891891891891892,0.3548387096774194,0.2972972972972973,0.1612903225806451,0.1351351351351351,7.455707838,0,-1.2583506009398848,6,0.1621621621621621,16,0.4324324324324324,2016,"Santana, Carlos",467793,2016,688,14.4,14.4,0.37,0.385,0.4,29.3,9.8,43.2,101.171694421,94.818326219,19.2,39.2
596115,"Story, Trevor",46,0.9019607843137256,34,71.280492609,0.1304347826086956,0.1470588235294117,0.108695652173913,0.0588235294117647,0.0434782608695652,7.174815,1,-0.3776995422084988,12,0.2608695652173913,10,0.217391304347826,2016,"Story, Trevor",596115,2016,415,31.3,8.4,0.38,0.368,0.517,44.5,13.9,44.5,102.071076807,95.437536765,29.4,45.9
622534,"Margot, Manuel",27,0.9,17,71.195395185,0.1481481481481481,0.1764705882352941,0.1111111111111111,0.0,0.0,6.975490741,0,-0.7759688084095746,10,0.3703703703703703,7,0.2592592592592592,2016,"Margot, Manuel",622534,2016,37,18.9,0.0,0.272,0.271,0.337,26.7,0.0,33.3,98.653990667,93.604201034,22.9,49.3
596019,"Lindor, Francisco",40,0.9302325581395348,32,71.08657775,0.25,0.34375,0.275,0.0625,0.05,7.57108925,2,-4.493616691721243,8,0.2,15,0.375,2016,"Lindor, Francisco",596019,2016,684,12.9,8.3,0.34,0.338,0.355,34.6,4.1,33.5,98.275620837,93.192310667,17.1,47.6
621020,"Swanson, Dansby",57,0.890625,44,71.014587018,0.087719298245614,0.4090909090909091,0.3157894736842105,0.1818181818181818,0.1403508771929824,7.452052632,2,-1.869802475158803,13,0.2280701754385964,26,0.4561403508771929,2016,"Swanson, Dansby",621020,2016,145,23.4,9.0,0.334,0.306,0.383,35.7,7.1,35.7,98.035912083,93.206899895,24.6,44.1
605137,"Bell, Josh",49,0.8909090909090909,31,70.958928571,0.1836734693877551,0.1290322580645161,0.0816326530612244,0.064516129032258,0.0408163265306122,8.042380816,0,-3.0329328278398817,18,0.3673469387755102,13,0.2653061224489796,2016,"Bell, Josh",605137,2016,152,12.5,13.8,0.339,0.362,0.362,22.3,4.5,37.5,99.930506122,94.220072857,18.2,44.6
592178,"Bryant, Kris",34,0.8717948717948718,19,70.829335294,0.088235294117647,0.3157894736842105,0.1764705882352941,0.0,0.0,7.822874118,0,-2.9253451551298024,15,0.4411764705882353,8,0.2352941176470588,2016,"Bryant, Kris",592178,2016,699,22.0,10.7,0.396,0.386,0.457,36.3,11.7,38.9,100.570829776,94.490280787,28.1,48.5
