"last_name, first_name",player_id,year,pa,k_percent,bb_percent,woba,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent,season
"Arcia, Orlando",606115,2018,366,23.8,4.1,0.253,0.238,0.29,24.3,2.3,28.6,96.869275659,92.435271744,28.8,53.0,2018
"Castillo, Welington",456078,2018,181,25.4,5.0,0.308,0.322,0.408,34.7,9.7,46.8,100.465656935,94.535643871,25.2,42.3,2018
"DeShields, Delino",592261,2018,393,21.1,10.9,0.271,0.259,0.266,27.7,1.1,14.0,93.410873017,90.75857375,19.7,40.6,2018
"Hellickson, Jeremy",476451,2018,35,37.1,0.0,0.066,0.067,0.112,9.1,0.0,0.0,90.742228889,89.497766667,24.6,51.7,2018
"Crawford, Brandon",543063,2018,594,20.5,8.4,0.306,0.305,0.352,37.2,3.6,33.3,97.383235194,92.718286578,29.2,52.1,2018
"Herrmann, Chris",543302,2018,87,27.6,11.5,0.321,0.334,0.419,35.8,7.5,52.8,100.239532222,94.816020943,33.7,46.8,2018
"Petit, Gregorio",463610,2018,67,20.9,9.0,0.27,0.27,0.298,34.0,2.1,23.4,94.170309167,91.207055745,25.4,51.4,2018
"Pederson, Joc",592626,2018,443,19.2,9.0,0.354,0.329,0.371,29.9,8.3,40.6,101.310748824,94.897099216,25.1,45.9,2018
"Altherr, Aaron",571437,2018,285,31.9,12.6,0.282,0.317,0.407,30.5,9.7,45.8,102.305922857,95.402841111,32.8,44.8,2018
"Reinheimer, Jack",595373,2018,35,25.7,14.3,0.224,0.23,0.219,23.8,0.0,28.6,93.744809091,91.160457619,28.6,41.2,2018
"Chisenhall, Lonnie",502082,2018,95,12.6,8.4,0.366,0.33,0.34,38.4,2.7,28.8,96.902319167,92.534110423,19.4,48.3,2018
"Santander, Anthony",623993,2018,108,19.4,5.6,0.242,0.266,0.299,23.8,5.0,26.3,96.61945975,92.375933924,25.0,51.9,2018
"Kramer, Kevin",596012,2018,40,50.0,5.0,0.144,0.189,0.344,44.4,11.1,38.9,99.587956667,94.397055556,50.6,57.4,2018
"Schoop, Jonathan",570731,2018,501,23.0,3.8,0.29,0.267,0.327,30.9,5.0,30.6,97.759141768,92.925906233,28.3,56.8,2018
"Dean, Austin",621573,2018,122,18.0,5.7,0.281,0.309,0.345,31.9,5.5,34.1,98.041094783,93.08062978,17.1,43.3,2018
"Stratton, Chris",608717,2018,50,52.0,0.0,0.128,0.124,0.303,41.7,0.0,25.0,95.276816667,91.864381176,40.2,49.4,2018
"Valbuena, Luis",472528,2018,288,34.7,6.6,0.253,0.256,0.366,29.8,10.1,41.3,99.38285494,93.852396242,32.3,48.3,2018
"McMahon, Ryan",641857,2018,202,31.7,8.9,0.296,0.274,0.359,34.7,5.1,44.1,99.884949153,94.099583761,33.7,51.8,2018
"Freeman, Freddie",518692,2018,707,18.7,10.7,0.378,0.388,0.448,44.7,9.3,39.8,99.091841098,93.722198676,24.3,55.6,2018
"Astudillo, Willians",553902,2018,97,3.1,2.1,0.379,0.352,0.353,38.5,5.5,29.7,95.956248913,92.02184011,9.5,56.5,2018
"Judge, Aaron",592450,2018,498,30.5,15.3,0.391,0.393,0.532,35.7,16.2,54.1,106.778539925,98.297511504,36.2,40.3,2018
"Greiner, Grayson",606988,2018,116,27.6,14.7,0.279,0.329,0.394,38.8,7.5,35.8,98.256123235,93.22051597,27.0,43.3,2018
"McCann, Brian",435263,2018,216,18.5,8.8,0.286,0.284,0.291,36.4,3.3,26.5,95.089383067,91.5451728,21.2,41.1,2018
"Telis, Tomás",542513,2018,31,25.8,6.5,0.227,0.167,0.181,28.6,0.0,15.0,93.649129,90.826402,14.8,44.5,2018
"Stewart, DJ",621466,2018,47,25.5,8.5,0.373,0.278,0.305,37.9,6.9,31.0,96.25561,92.316326207,26.9,48.9,2018
"Cabrera, Asdrúbal",452678,2018,592,20.1,6.9,0.332,0.321,0.373,33.3,7.2,39.6,98.671527887,93.577552518,22.6,49.1,2018
"Camargo, Johan",622666,2018,524,20.6,9.7,0.346,0.307,0.343,31.2,5.0,33.7,97.769704389,92.943354123,26.6,49.5,2018
"Alonso, Yonder",475174,2018,574,21.4,8.9,0.319,0.331,0.388,36.9,9.8,37.5,99.193885206,93.63834634,25.4,50.4,2018
"Gordon, Alex",460086,2018,568,21.8,8.8,0.305,0.329,0.382,36.5,6.8,39.7,99.24484599,93.730821802,23.9,46.5,2018
"Voit III, Luke",572228,2018,161,26.7,10.6,0.447,0.437,0.58,46.0,20.0,54.0,103.0678584,96.4260832,33.2,48.7,2018
"Olson, Matt",621566,2018,660,24.7,10.6,0.34,0.357,0.436,35.1,12.2,52.2,103.477196555,96.467492926,27.5,44.4,2018
"Wacha, Michael",608379,2018,32,28.1,3.1,0.094,0.069,0.07,4.5,0.0,0.0,86.8467025,88.3599775,20.3,43.7,2018
"Travis, Devon",581527,2018,378,16.9,4.2,0.283,0.31,0.352,31.4,5.1,37.8,99.322940759,93.746954724,20.3,48.5,2018
"Crawford, J.P.",641487,2018,137,27.0,9.5,0.313,0.294,0.34,31.7,4.9,34.1,97.45409575,92.901415063,27.5,39.7,2018
"Lucroy, Jonathan",518960,2018,454,14.3,6.4,0.271,0.289,0.306,37.0,2.2,27.5,96.006032416,92.008310225,13.7,43.6,2018
"Gentry, Craig",502226,2018,169,18.3,6.5,0.295,0.284,0.316,31.0,1.6,21.4,93.568856557,90.93137314,21.3,46.2,2018
"Alberto, Hanser",593643,2018,30,13.3,6.7,0.225,0.232,0.233,29.2,0.0,16.7,93.745815833,91.315003478,23.4,62.1,2018
"Garcia, Aramis",605244,2018,65,47.7,3.1,0.341,0.238,0.439,37.5,12.5,40.6,98.8957675,93.44788375,32.1,51.3,2018
"Franco, Maikel",596748,2018,465,13.3,6.2,0.328,0.303,0.331,29.4,6.4,34.1,99.247430269,93.624036613,21.2,51.8,2018
"Flowers, Tyler",452095,2018,296,25.7,11.8,0.315,0.335,0.39,36.9,6.8,44.6,100.997606705,94.729593714,28.8,43.7,2018
"Godley, Zack",643327,2018,65,46.2,6.2,0.095,0.136,0.22,16.1,0.0,19.4,93.713057,91.3665285,41.1,46.3,2018
"Moran, Colin",592567,2018,465,17.6,8.4,0.322,0.327,0.363,38.2,5.3,35.9,97.688196353,92.906051858,19.7,49.8,2018
"Kingery, Scott",664068,2018,484,26.0,5.0,0.263,0.272,0.345,38.7,5.4,31.7,97.230202346,92.629427492,29.0,51.4,2018
"Zobrist, Ben",450314,2018,520,11.5,10.6,0.355,0.333,0.333,35.0,3.0,38.7,98.1077867,93.360354185,14.2,41.1,2018
"Lindor, Francisco",596019,2018,745,14.4,9.4,0.368,0.375,0.407,34.3,9.3,41.0,100.765468945,94.6836536,17.6,47.1,2018
"Kendrick III, Howie",435062,2018,160,18.1,3.1,0.342,0.312,0.367,36.3,4.8,44.4,101.142805806,94.778715887,21.2,54.2,2018
"Mauer, Joe",408045,2018,543,15.8,9.4,0.319,0.354,0.39,36.9,5.0,44.3,99.892945918,94.507836292,15.1,35.3,2018
"Russell, Addison",608365,2018,465,21.3,8.6,0.29,0.284,0.321,36.4,2.2,26.5,96.211140311,92.118712741,26.9,47.8,2018
"Stewart, Christin",621514,2018,72,18.1,13.9,0.348,0.347,0.362,31.3,6.3,27.1,97.173166667,92.635760625,24.1,42.5,2018
"Rojas, Miguel",500743,2018,528,13.1,4.5,0.281,0.293,0.311,35.2,0.9,23.8,94.810442,91.494047976,15.5,49.0,2018
"Jones, Adam",430945,2018,613,15.2,3.9,0.315,0.311,0.349,35.6,4.9,33.1,98.02876214,93.087198701,23.8,55.1,2018
"Hendricks, Kyle",543294,2018,66,47.0,3.0,0.085,0.099,0.164,12.1,0.0,15.2,92.609438,91.276108276,33.3,37.8,2018
"Wynns, Austin",642851,2018,118,21.2,4.2,0.291,0.304,0.371,31.8,3.4,27.3,95.255906047,91.802278941,25.5,45.9,2018
"Suter, Brent",608718,2018,32,18.8,12.5,0.303,0.301,0.292,28.6,4.8,19.0,93.913963333,91.142194444,30.4,52.8,2018
"Turner, Trea",607208,2018,740,17.8,9.3,0.331,0.335,0.371,29.0,5.8,38.6,99.818035769,94.018835173,20.2,44.0,2018
"Slater, Austin",596103,2018,225,30.7,8.9,0.287,0.264,0.327,25.2,2.3,35.1,98.204462923,93.102563538,28.6,47.0,2018
"Flores, Wilmer",527038,2018,429,9.8,6.8,0.316,0.295,0.293,32.6,2.8,27.1,95.925725682,91.97716661,13.8,47.6,2018
"Bruce, Jay",457803,2018,361,20.8,11.4,0.296,0.338,0.389,37.6,9.0,34.8,98.312149426,93.20426668,28.7,49.4,2018
"Musgrove, Joe",605397,2018,35,34.3,0.0,0.154,0.123,0.205,13.0,0.0,26.1,94.819786667,92.133322353,31.1,55.5,2018
"Hernández, Enrique",571771,2018,462,16.9,10.8,0.342,0.333,0.362,28.8,7.2,37.0,99.34880236,93.745128193,21.2,43.2,2018
"Cave, Jake",595909,2018,309,33.0,5.8,0.332,0.34,0.493,41.4,14.5,38.2,100.002213696,94.21067612,30.6,49.4,2018
"Machado, Dixon",553988,2018,233,17.6,6.0,0.244,0.28,0.307,34.3,3.4,25.7,95.803192791,91.906751337,19.3,44.9,2018
"Lauer, Eric",641778,2018,37,40.5,2.7,0.088,0.105,0.171,14.3,0.0,20.0,94.317665714,91.630653846,36.8,50.9,2018
"Cruz, Tony",488810,2018,26,42.3,0.0,0.194,0.235,0.408,26.7,6.7,40.0,98.5549525,93.629308,24.5,53.3,2018
"Arrieta, Jake",453562,2018,50,54.0,6.0,0.177,0.148,0.287,20.0,0.0,25.0,98.30052625,93.493614,45.7,39.3,2018
"Cooper, Garrett",643265,2018,38,31.6,10.5,0.263,0.261,0.307,23.8,0.0,23.8,94.756560909,91.56247381,35.1,45.7,2018
"Romine, Austin",519222,2018,265,25.3,6.4,0.307,0.285,0.35,33.5,5.0,38.0,99.282213708,93.718019944,26.3,49.5,2018
"Cespedes, Yoenis",493316,2018,157,31.8,8.3,0.345,0.29,0.394,36.6,10.8,46.2,102.049511489,95.263036452,28.4,49.3,2018
"Polanco, Jorge",593871,2018,333,18.6,7.5,0.336,0.301,0.335,37.7,3.7,28.3,96.195539402,92.219485684,15.5,42.3,2018
"Lowrie, Jed",476704,2018,680,18.8,11.5,0.347,0.327,0.354,38.0,5.3,37.9,98.082412906,93.245694957,20.4,45.9,2018
"Blandino, Alex",607468,2018,147,27.9,8.8,0.279,0.264,0.309,28.1,1.1,31.5,97.518927727,92.898357931,18.6,35.4,2018
"Pujols, Albert",405395,2018,498,13.1,5.6,0.299,0.327,0.355,34.5,6.2,40.9,99.833402426,94.151905881,17.6,48.4,2018
"Lagares, Juan",501571,2018,64,14.1,4.7,0.329,0.266,0.288,25.5,0.0,31.4,98.2775652,93.2624998,23.6,51.6,2018
"Stallings, Jacob",607732,2018,41,22.0,7.3,0.222,0.26,0.297,34.5,0.0,34.5,97.698063333,93.189602069,22.8,45.1,2018
"Gurriel Jr., Lourdes",666971,2018,263,22.4,3.4,0.322,0.321,0.401,35.2,7.8,45.6,100.351138,94.669922737,25.0,53.1,2018
"Owings, Chris",572008,2018,309,24.3,7.8,0.25,0.289,0.352,33.2,5.8,33.7,97.445494757,92.825693495,24.5,50.3,2018
"Zunino, Mike",572287,2018,405,37.0,5.9,0.288,0.297,0.443,33.3,13.8,44.9,102.603199823,95.525198089,37.9,49.2,2018
"Davis, Jonathan",641505,2018,27,22.2,3.7,0.229,0.306,0.361,31.6,0.0,10.5,91.783616667,90.611927222,25.0,51.2,2018
"Pillar, Kevin",607680,2018,542,18.1,3.3,0.302,0.321,0.375,39.3,5.7,36.7,98.807658182,93.42694189,22.4,54.0,2018
"Harper, Bryce",547180,2018,695,24.3,18.7,0.376,0.391,0.469,35.1,11.5,45.4,102.062017113,95.359408191,31.4,45.7,2018
"Moreland, Mitch",519048,2018,459,22.2,10.9,0.325,0.354,0.419,33.9,12.1,44.8,101.987895686,95.210622295,27.9,46.5,2018
"Orf, Nate",644337,2018,25,32.0,12.0,0.228,0.237,0.241,23.1,7.7,15.4,91.564414286,90.299381538,25.5,45.5,2018
"Briceño, José",593993,2018,128,27.3,6.3,0.3,0.301,0.381,33.7,4.8,34.9,98.343086341,93.173680122,33.3,56.8,2018
"Candelario, Jeimer",600869,2018,619,25.8,10.7,0.311,0.292,0.337,32.0,6.0,33.6,98.291855781,93.146780938,25.6,42.6,2018
"Palka, Daniel",594953,2018,449,34.1,6.7,0.329,0.312,0.452,28.0,14.4,49.0,105.414593939,97.090133498,36.3,48.9,2018
"Santana, Domingo",570267,2018,235,32.8,8.5,0.319,0.297,0.407,36.5,10.2,39.7,100.185571471,94.236798897,36.1,47.2,2018
"Hermosillo, Michael",641684,2018,62,27.4,4.8,0.269,0.249,0.3,22.5,5.0,35.0,97.5978035,92.930916923,28.4,46.0,2018
"Gosselin, Phil",594838,2018,28,28.6,14.3,0.217,0.276,0.336,37.5,6.3,25.0,95.90718125,91.96650875,21.2,46.4,2018
"Verdugo, Alex",657077,2018,86,16.3,9.3,0.311,0.313,0.339,17.2,4.7,34.5,99.861001481,93.949783519,18.9,48.7,2018
"Richards, Trevor",670950,2018,36,47.2,2.8,0.077,0.095,0.174,11.1,0.0,16.7,90.32291,91.061652308,33.9,46.7,2018
"Buxton, Byron",621439,2018,94,29.8,3.2,0.17,0.196,0.262,20.6,1.6,27.0,97.358176333,92.685987167,29.0,54.4,2018
"Kingham, Nick",592468,2018,25,40.0,4.0,0.141,0.106,0.094,15.4,0.0,0.0,86.32283,88.8223025,31.1,41.7,2018
"Higashioka, Kyle",543309,2018,79,20.3,7.6,0.248,0.308,0.348,30.4,10.7,30.4,97.323903929,92.690722679,28.2,46.4,2018
"Blackmon, Charlie",453568,2018,696,19.3,8.5,0.368,0.346,0.394,34.9,6.5,35.2,98.508488049,93.303951996,20.3,47.7,2018
"Cowart, Kaleb",592230,2018,124,35.5,8.1,0.203,0.215,0.276,34.8,4.3,30.4,95.419686857,91.773987391,37.3,49.4,2018
"Barreto, Franklin",620439,2018,75,38.7,1.3,0.315,0.273,0.434,29.5,11.4,43.2,100.734635455,94.744608372,39.5,48.7,2018
"Muncy, Max",571970,2018,481,27.2,16.4,0.407,0.397,0.51,36.8,16.9,46.4,101.511916538,95.132783243,28.9,37.1,2018
"Sisco, Chance",642082,2018,184,35.9,7.1,0.259,0.274,0.356,30.9,4.3,28.7,96.770525532,92.497583763,35.8,47.5,2018
"Valera, Breyvic",591971,2018,75,17.3,9.3,0.256,0.281,0.296,30.9,1.8,18.2,93.239593462,90.681686346,11.4,39.9,2018
"Encarnación, Edwin",429665,2018,578,22.8,10.9,0.346,0.356,0.421,34.1,11.2,41.4,100.766551311,94.616548279,26.3,44.6,2018
"Chacín, Jhoulys",468504,2018,68,25.0,4.4,0.175,0.167,0.199,10.4,0.0,16.7,94.928843,91.789872308,30.8,51.2,2018
"Dickerson, Corey",572816,2018,533,15.0,3.9,0.341,0.33,0.374,37.6,6.1,32.4,97.786101745,92.916270165,22.1,59.4,2018
"Pérez, Carlos",542208,2018,75,28.0,2.7,0.175,0.189,0.239,43.1,0.0,19.6,95.469722917,91.783345208,26.6,49.7,2018
"Kershaw, Clayton",477132,2018,57,19.3,12.3,0.287,0.26,0.256,25.6,0.0,7.7,89.454725,89.84209,24.1,41.5,2018
"Benintendi, Andrew",643217,2018,661,16.0,10.7,0.357,0.353,0.381,37.3,6.4,33.7,98.01397825,93.080004927,19.2,46.0,2018
"Smolinski, Jake",519295,2018,41,24.4,2.4,0.168,0.228,0.274,17.2,3.4,34.5,98.469312,93.498461034,26.4,45.6,2018
"Difo, Wilmer",594694,2018,456,18.0,8.6,0.28,0.281,0.306,34.5,2.4,19.0,92.936552593,90.724688951,23.0,47.9,2018
"Tauchman, Mike",643565,2018,37,40.5,10.8,0.16,0.195,0.252,27.8,0.0,22.2,92.928245556,90.934818235,37.1,45.5,2018
"Davis, Rajai",434658,2018,216,22.2,5.1,0.251,0.259,0.298,31.4,1.3,27.0,95.252220959,91.652845068,23.1,53.0,2018
"Vargas, Jason",450306,2018,31,25.8,3.2,0.15,0.15,0.191,22.7,0.0,4.8,86.16202875,88.628795,13.0,41.1,2018
"Marrero, Deven",571918,2018,85,27.1,7.1,0.196,0.256,0.315,32.1,5.4,25.0,96.556749615,92.312200769,28.4,46.4,2018
"Castillo, Luis",622491,2018,65,35.4,3.1,0.115,0.118,0.165,17.5,0.0,2.5,88.530623529,89.289880882,33.1,55.9,2018
"Knapp, Andrew",595284,2018,215,34.9,11.2,0.273,0.288,0.39,39.5,8.8,39.5,98.601325179,93.405077054,34.9,47.3,2018
"Rickard, Joey",572073,2018,230,23.9,6.5,0.309,0.265,0.312,35.4,3.8,20.3,94.730839359,91.365419679,21.3,47.4,2018
"Duvall, Adam",594807,2018,427,27.4,8.7,0.277,0.318,0.403,31.0,10.4,41.6,100.246651866,94.243091418,28.7,49.8,2018
"Lopez, Raffy",607257,2018,117,36.8,11.1,0.236,0.236,0.332,39.3,4.9,27.6,95.039931034,91.520242586,35.4,46.0,2018
"Descalso, Daniel",518614,2018,423,26.0,15.1,0.341,0.332,0.388,41.5,10.2,35.2,98.117652787,93.194952459,28.7,42.6,2018
"Wilkerson, Stevie",592859,2018,49,32.7,6.1,0.208,0.186,0.234,23.3,0.0,26.7,94.381397333,91.190698667,33.3,55.0,2018
"Donaldson, Josh",518626,2018,219,24.7,14.2,0.345,0.331,0.387,32.8,10.4,41.4,100.708149254,94.624564135,31.7,41.8,2018
"Grichuk, Randal",545341,2018,462,26.4,5.8,0.34,0.337,0.431,35.1,14.4,43.4,102.062287632,95.290455691,31.2,50.6,2018
"Frazier, Adam",624428,2018,352,15.1,8.2,0.343,0.319,0.341,34.5,4.1,31.5,96.786054511,92.524745094,14.0,45.0,2018
"Dyson, Jarrod",502481,2018,237,14.3,11.4,0.244,0.286,0.284,28.4,1.7,19.3,94.138179625,91.10662,17.0,42.1,2018
"Syndergaard, Noah",592789,2018,52,61.5,1.9,0.137,0.157,0.438,31.6,5.3,31.6,100.042195,94.0210975,59.4,51.1,2018
"Pearce, Steve",456665,2018,251,16.3,11.6,0.382,0.393,0.427,35.2,10.8,39.2,99.797622955,94.186530629,24.4,43.0,2018
"Aguilar, Jesús",542583,2018,566,25.3,10.2,0.374,0.356,0.44,38.2,11.4,42.9,100.514656,94.533110864,28.7,45.5,2018
"Cruz Jr., Nelson",443558,2018,591,20.6,9.3,0.361,0.396,0.469,31.3,13.8,51.7,105.6614156,97.439653125,30.6,46.5,2018
